id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
18674,Huge flat for 8 people close to Sagrada Familia,71615,Mireia And Maria,Eixample,la Sagrada Família,41.4042,2.17306,Entire home/apt,85,1,21,2019-11-01,0.26,24,258
23197,Forum DeLuxe 5 mins Walk  To CCIB Center & Sea★,90417,Etain (Marnie),Sant Martí,el Besòs i el Maresme,41.41291,2.22063,Entire home/apt,220,3,52,2019-12-15,0.48,4,347
25786,NICE ROOM AVAILABLE IN THE HEART OF GRACIA,108310,Pedro,Gràcia,la Vila de Gràcia,41.40145,2.15645,Private room,32,1,269,2019-11-14,2.32,1,122
31958,"Gaudi Attic 1, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4095,2.15938,Entire home/apt,58,1,187,2020-01-07,1.71,29,262
32471,"Gaudi Attic 2, Friendly Rentals",136853,Fidelio,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40928,2.16112,Entire home/apt,63,1,91,2019-11-05,0.82,29,274
32615,"Sunny room, top floor with 2 terraces!",141199,Inge,Les Corts,les Corts,41.3872,2.14088,Private room,35,21,19,2014-05-12,0.16,1,13
32711,Sagrada Familia area - Còrsega 1,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40566,2.17015,Entire home/apt,140,2,61,2020-01-16,0.58,13,312
34241,Private Double room - Plaza Real,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37916,2.17535,Private room,100,5,8,2013-07-15,0.07,2,167
34981,VIDRE HOME PLAZA REAL on LAS RAMBLAS,73163,Andres,Ciutat Vella,el Barri Gòtic,41.37978,2.17623,Entire home/apt,350,5,146,2020-01-12,1.28,2,241
35379,Double 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39036,2.15274,Private room,40,2,297,2020-02-11,3.08,3,237
35390,Single 02 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39153,2.15125,Private room,30,2,253,2020-02-15,2.68,3,305
35392,Double 01 CasanovaRooms Barcelona,152232,Pablo,Eixample,l'Antiga Esquerra de l'Eixample,41.39082,2.15078,Private room,45,2,217,2020-02-06,3.29,3,301
36763,In front of the beach,158596,Ester,Ciutat Vella,la Barceloneta,41.37906,2.19141,Private room,33,2,73,2019-10-15,0.71,1,338
40983,Classical loft close to pedrera!,177617,Joaquin,Eixample,la Dreta de l'Eixample,41.39631,2.16832,Entire home/apt,130,2,336,2020-02-10,3.18,3,278
46153,CHIC BORN APARTMENT★ GREAT LOCATION★  FREE WIFI★,90417,Etain (Marnie),Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38776,2.17782,Entire home/apt,47,32,2,2018-09-30,0.02,4,320
49213,"Descalzos en el parque, relax and  cool room",208154,Cate,Sants-Montjuïc,el Poble Sec,41.37254,2.16539,Private room,35,2,48,2019-09-27,0.61,1,12
49968,Sagrada Familia area - Còrsega 2,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.4057,2.17016,Entire home/apt,140,2,40,2019-12-23,0.39,13,300
50066,Sagrada Familia area - Sardenya 1,135703,Nick,Eixample,el Fort Pienc,41.39871,2.17936,Entire home/apt,180,2,55,2019-08-06,0.53,13,212
58512,Stylish & cozy 3BR near Sagrada Familia,280070,Cristina,Sant Martí,el Camp de l'Arpa del Clot,41.41129,2.18193,Entire home/apt,125,5,381,2020-01-05,3.53,1,246
61444,Bright apartment - Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.38901,2.16552,Entire home/apt,105,2,50,2020-01-23,0.63,5,238
67065,"Londres, Friendly Rentals",136853,Fidelio,Eixample,l'Antiga Esquerra de l'Eixample,41.39161,2.15089,Entire home/apt,77,1,82,2019-10-27,0.79,29,254
68547,two beds with private shower 30% off,340570,Atún,Ciutat Vella,el Barri Gòtic,41.38072,2.17811,Private room,49,2,90,2019-12-19,0.84,1,349
70099,"Room with a View, Bcn City Center",353987,Alex,Ciutat Vella,el Raval,41.37828,2.1708,Private room,49,1,368,2020-02-04,3.36,1,291
71520,Charming apartment with fantastic views!,366428,Ariadna,Gràcia,Vallcarca i els Penitents,41.41837,2.13419,Entire home/apt,250,7,1,2011-06-23,0.01,1,363
71553,Beautiful penthouse near Sagrada Familia,366654,Arian Watermelon Barcelona!,Eixample,el Fort Pienc,41.3974,2.17682,Entire home/apt,110,2,48,2019-10-21,0.44,5,323
71736,APARTMENT BY MONTHS CITY CENTER MINIMUM 32 NIGHTS,368317,Nacharosa,Ciutat Vella,el Raval,41.38321,2.16656,Entire home/apt,60,32,11,2016-07-14,0.10,5,365
72436,Lugaris Beach Business Apartment,375625,Xavier,Sant Martí,el Poblenou,41.39909,2.20733,Entire home/apt,1000,1,286,2020-02-09,4.27,5,359
72793,RENT BY MONTH COLORIST APARTMENT MINIMUN 32 NITGHS,368317,Nacharosa,Ciutat Vella,el Raval,41.38248,2.16415,Entire home/apt,50,32,2,2014-08-27,0.02,5,365
73455,RAMBLAS FAMILY APARTMENT,383697,Anna,Ciutat Vella,el Raval,41.38422,2.16701,Entire home/apt,95,2,113,2019-12-30,1.38,8,244
73683,Sagrada Familia area for 12 people,135703,Nick,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40554,2.17017,Entire home/apt,300,2,164,2020-02-02,1.55,13,293
73692,Rustic apartment : Rambla Catalunya (HUTB-005863),297545,Anil,Eixample,la Dreta de l'Eixample,41.39108,2.16521,Entire home/apt,105,2,41,2020-02-09,0.45,5,283
73693,Huge family apt with patio: Central (HUTB-005825),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37163,2.16591,Entire home/apt,65,2,47,2020-01-03,0.67,5,305
73700,Centrally located budget apartment (HUTB-005832),297545,Anil,Sants-Montjuïc,el Poble Sec,41.37335,2.16165,Entire home/apt,65,2,83,2020-01-06,0.91,5,341
74562,Cute Suite near the MACBA,382031,Lisette,Ciutat Vella,el Raval,41.38255,2.16836,Private room,60,3,202,2020-02-10,1.86,1,66
75003,130. Hércules Pequeño 41,396363,Oscar And Diego,Eixample,la Sagrada Família,41.40399,2.17802,Entire home/apt,89,2,18,2020-02-10,0.17,69,325
75411,Sagrada Familia Clot Patio,400154,Mireia,Sant Martí,el Clot,41.40825,2.18729,Entire home/apt,125,3,30,2019-11-18,0.30,7,260
80004,Parc Montjuic HUTB (Phone number hidden by Airbnb),431839,Xavier,Sants-Montjuïc,el Poble Sec,41.37188,2.16656,Entire home/apt,107,4,126,2019-10-06,1.18,1,234
83283,★PLAZA ©ATALUÑA ®oom x2 + private bath®oom+wifi,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38227,2.16141,Private room,40,3,107,2019-10-20,1.00,4,41
89756,"BCN-RENTALS RAMBLA 1, just 7-10 min to Ramblas",488117,David Y Maria,Ciutat Vella,el Raval,41.37815,2.16894,Entire home/apt,350,6,16,2019-10-19,0.18,6,300
89776,Modernist flat Downtown Casa Estapé | Barcelona,488151,Calie,Eixample,el Fort Pienc,41.39377,2.1795,Entire home/apt,65,3,330,2020-01-30,3.28,1,183
95719,Lovely room  in the heart of Barcelona with A/C,509260,Dalila,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.3839,2.18011,Private room,53,2,231,2020-01-02,2.15,1,349
97529,CENTRAL  FURNISHED 1 ENSUITE BEDROOM APARTMENT,497450,Francesc,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40906,2.16539,Entire home/apt,40,60,64,2019-08-23,0.64,1,72
100256,"BARCELONA CENTRO EN LA PLAYA ,WIFI",527201,Peca,Ciutat Vella,la Barceloneta,41.37983,2.19249,Entire home/apt,60,32,55,2020-01-03,0.58,2,143
104485,Best Location guarantee!,543801,Pinar,Eixample,l'Antiga Esquerra de l'Eixample,41.39119,2.15641,Private room,35,2,197,2020-01-31,1.90,1,196
107437,Beautiful Villa surrounded by nature  in Barcelona,556626,Cristina,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes",41.42864,2.09159,Entire home/apt,148,3,58,2020-01-05,0.55,1,295
109462,026. Industria Ático Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40313,2.166,Entire home/apt,95,2,3,2020-01-21,0.26,69,310
110041,002. Alió 2 Apartment,396363,Oscar And Diego,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40271,2.16646,Entire home/apt,79,2,21,2020-01-26,0.23,69,333
110098,023. Gignàs Gótic Apartment,396363,Oscar And Diego,Ciutat Vella,el Barri Gòtic,41.38126,2.1801,Entire home/apt,79,2,21,2020-01-20,0.20,69,285
112538,✨Design Apto Sagrada Familia / Terraza compartida,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,120,4,79,2019-06-23,0.75,18,238
117010,Spacious Flat near Sagrada Familia /Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40647,2.17457,Entire home/apt,220,2,35,2018-11-21,0.34,18,240
118228,★Bright Flat views SagradaFamilia / Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,230,2,15,2017-02-19,0.15,18,242
119546,BCN HUGEROOM DTOWN PRIVATE BATHROOM.,603336,Kiko,Ciutat Vella,el Raval,41.37969,2.16532,Private room,60,3,314,2019-12-31,2.95,1,261
128463,Private Suite in residential area!!,635253,Sebastian,Sants-Montjuïc,Sants,41.37155,2.13664,Private room,45,3,279,2020-02-12,2.71,1,290
130227,Spacious Room with Pool and Terrace,641496,Dolors,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40646,2.21282,Private room,38,2,104,2019-12-02,1.47,1,310
135513,APARTMENT AT RAMBLA POBLE NOU AND BEACH,664196,Teresa,Sant Martí,el Poblenou,41.39841,2.20613,Entire home/apt,80,2,125,2019-10-28,1.23,1,303
136670,"double Room -UPC, ESADE, Barça, Real Club Tennis",610674,Maria,Les Corts,Pedralbes,41.38846,2.12351,Private room,35,30,128,2019-08-27,1.25,5,346
138055,Design Apto view Sagrada Familia /Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,250,3,90,2019-10-06,2.02,18,0
142121,You clean Barcelona Refuge 2 of 2,620454,Reinhard,Ciutat Vella,el Barri Gòtic,41.38062,2.17465,Entire home/apt,44,31,27,2017-09-20,0.27,3,351
144471,★BEST ZONE★PL.CATALUÑA ★ROOM X 2★BATHROOM +WIFI,700165,Wonderful Barcelona,Eixample,Sant Antoni,41.38226,2.15898,Private room,40,3,36,2019-10-18,0.34,4,41
147275,1 Room INDIVIDUAL in Barcelona,711907,Antuan,Horta-Guinardó,el Guinardó,41.42318,2.17501,Private room,14,4,95,2020-01-19,1.64,1,268
153376,Single room. central and quite,737399,Omar,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38792,2.17768,Private room,65,2,7,2019-10-11,0.81,1,1
154281,"Nice bedroom in a Loft, El Raval",742068,R&M,Ciutat Vella,el Raval,41.37799,2.17281,Private room,50,3,280,2019-12-15,2.74,2,278
154437,Charming room  Diagonal wifi 100 Mb,474355,Annais,Eixample,l'Antiga Esquerra de l'Eixample,41.39106,2.1509,Private room,39,7,78,2019-12-16,0.75,1,149
158238,CENTRAL Wi Fi  w/TERRASSE 8 people,759411,Raquel,Les Corts,les Corts,41.38416,2.13636,Entire home/apt,180,2,116,2019-08-10,1.11,3,107
162091,✨Cosy Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4064,2.17449,Entire home/apt,149,2,41,2018-12-09,0.43,18,233
164456,Bedroom+pvt bathroom+pvt living,784341,Paola,Ciutat Vella,el Barri Gòtic,41.38341,2.17257,Private room,70,5,104,2020-02-01,1.03,2,273
164897,Your home in Barcelona | Comfortable Loft Gracia,786393,Jaime,Gràcia,la Vila de Gràcia,41.40099,2.16294,Entire home/apt,182,90,1,2011-07-22,0.01,1,320
171646,Sagrada Familia Clot Atico,400154,Mireia,Sant Martí,el Clot,41.40696,2.18711,Entire home/apt,105,3,44,2020-01-06,0.54,7,262
171816,Sagrada Familia Clot Vista,400154,Mireia,Sant Martí,el Camp de l'Arpa del Clot,41.40828,2.18622,Entire home/apt,115,3,10,2019-08-21,0.12,7,318
174382,Design Flat near Sagrada Familia/ Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.17455,Entire home/apt,149,2,60,2020-01-20,1.26,18,0
179488,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.43425,2.19353,Private room,22,1,29,2019-09-14,0.63,4,74
179550,Room for rent in BCN/ non smoker,859557,Montse,Sant Andreu,Sant Andreu,41.43425,2.19353,Private room,20,10,6,2016-12-01,0.06,4,39
179619,Affordable Barcelona for you!,860071,Joan,Sants-Montjuïc,Sants,41.37151,2.13607,Private room,27,3,50,2018-09-28,0.49,3,0
181824,Double bedroom with terrace + pool,852032,Brais,Sant Martí,Provençals del Poblenou,41.40846,2.2042,Private room,39,2,286,2020-01-31,2.76,1,52
184516,lovely huge 30mq room with pvt bathroom,784341,Paola,Ciutat Vella,el Barri Gòtic,41.38199,2.17357,Private room,80,3,47,2019-07-17,0.46,2,138
186540,Fully equipped loft near Sagrada Familia,896554,Josep Lluís,Sant Martí,el Clot,41.41076,2.19078,Entire home/apt,41,32,11,2019-12-19,0.25,1,61
186542,Lovely and sunny double room in BCN,896372,Marina,Eixample,la Dreta de l'Eixample,41.39326,2.17386,Private room,33,2,49,2013-06-20,0.47,1,0
186598,Double room and cozy,896690,Mona,Ciutat Vella,el Raval,41.3818,2.16527,Private room,30,2,392,2020-02-02,3.84,1,218
188267,3 BEDROOM Balconies at center,366654,Arian Watermelon Barcelona!,Eixample,la Dreta de l'Eixample,41.39368,2.17614,Entire home/apt,300,2,80,2019-10-13,0.79,5,297
190348,Apartment with large terrace,919480,Elisa,Les Corts,Pedralbes,41.39009,2.12588,Private room,46,7,1,2016-06-09,0.02,1,0
193923,Single room in the real Barcelona,939590,Mónica,Horta-Guinardó,Horta,41.43846,2.1556,Private room,20,3,125,2020-02-10,1.21,1,253
194460,Double Private room with breakfast near the beach,944355,Luis Alberto,Sant Martí,el Besòs i el Maresme,41.41431,2.21686,Private room,21,2,336,2020-02-02,3.35,1,184
196021,Old-time-charm apartment with patio!,953719,Maria,Eixample,l'Antiga Esquerra de l'Eixample,41.38796,2.15946,Entire home/apt,310,5,257,2020-02-04,2.52,3,213
196196,✨Large Apt near Sagrada Familia / Shared terrace✨,567180,Sandra,Eixample,la Sagrada Família,41.4066,2.17459,Entire home/apt,220,2,90,2020-01-12,0.88,18,211
198958,STUNNING sea view + pool Barcelona!,971768,Akira,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,41.40854,2.21368,Entire home/apt,190,1,60,2019-11-19,0.63,16,204
199422,Modern apt near beach & city center,971768,Akira,Eixample,el Fort Pienc,41.39598,2.18251,Entire home/apt,75,1,86,2020-01-05,0.84,16,166
199794,Centric Double Room Private Bathroom - month  rent,440825,Teresa,Eixample,l'Antiga Esquerra de l'Eixample,41.38336,2.15853,Private room,36,1,93,2019-12-14,1.18,1,170
206122,Amazing Loft in BCN Center,1013855,Alejandro,Gràcia,la Vila de Gràcia,41.3984,2.15801,Entire home/apt,60,3,168,2020-02-09,1.68,5,321
206167,"BRIGHT, COMFY AND CENTRAL",1014050,Minerva,Sants-Montjuïc,el Poble Sec,41.37406,2.16524,Entire home/apt,120,3,88,2019-11-03,0.87,1,44
209673,Sweet Apartment in Gràcia district!,1033366,Elena,Gràcia,la Vila de Gràcia,41.39895,2.15742,Entire home/apt,77,2,254,2020-01-03,2.93,1,252
213296,Big/Centric Room-Palau de la Musica,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38771,2.1763,Private room,40,3,287,2020-01-02,3.04,3,353
213368,Lovely room Barcelona up 2 people,1037730,Elisagela Cristina,Gràcia,la Salut,41.413,2.159,Private room,55,2,50,2019-10-09,0.50,2,356
213581,Room Centric + Personal Dressing,1100014,Sol,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38818,2.17571,Private room,35,3,238,2020-01-05,2.43,3,325
214970,Cozy Room in central flat Barcelona,1110014,Janeth,Sants-Montjuïc,el Poble Sec,41.37171,2.16412,Private room,35,4,143,2020-01-06,1.53,1,322
216699,SUPER CENTRAL CUTE DOUBLE ROOM+TERRACE!,1118232,Fran,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38484,2.17796,Private room,42,3,288,2019-10-06,2.91,1,77
228638,Dble room in BCN with yoga shala,1190018,Maria Y Lucas,Gràcia,Vallcarca i els Penitents,41.41153,2.14695,Private room,40,2,18,2019-09-25,0.19,1,191
232400,DESIGNER DUPLEX SPA & TERRACE,4369049,Ariadna,Gràcia,la Vila de Gràcia,41.39745,2.1549,Entire home/apt,95,3,289,2020-01-23,3.01,2,104
234375,ATTIC VIEWS SAGRADA FAMILIA,1227290,Francesca,Eixample,el Fort Pienc,41.39918,2.1752,Entire home/apt,105,5,43,2019-12-11,0.98,1,167
238703,☆Comfy central Flat Sagrada Familia/Shared terrace,567180,Sandra,Eixample,la Sagrada Família,41.40653,2.1746,Entire home/apt,149,2,63,2019-11-24,0.92,18,226
239492,CozyRoom&Garden Priv.Bathroom AC,1255733,Antonia,Sants-Montjuïc,el Poble Sec,41.37026,2.16103,Private room,44,4,198,2020-01-02,1.98,3,66
239821,"APARTAMENT BCN MIRALL, in the best neighborhood",1257705,José Luis,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,41.39653,2.1442,Entire home/apt,142,1,27,2019-12-28,0.44,3,215
242335,Barceloneta Beach Apartment - FOR SEASON,15884961,Pilar,Ciutat Vella,la Barceloneta,41.38295,2.18791,Entire home/apt,64,33,4,2015-12-21,0.04,7,365
250016,"Excellent - 3 bedrooms, 2 bathrooms - Gothic",1310304,Luis,Ciutat Vella,el Barri Gòtic,41.38732,2.17367,Entire home/apt,65,50,3,2019-12-08,0.03,35,364
251424,NICE ROOMS FOR RENT IN BARCELONA,1318630,Olga,Eixample,la Dreta de l'Eixample,41.38957,2.1625,Private room,60,5,47,2019-02-26,0.68,4,320
252232,Nice apartment with POOL BARCELONA,1298586,Kristjan Y Ana,Sant Martí,Sant Martí de Provençals,41.41626,2.20149,Entire home/apt,84,2,113,2020-01-02,1.17,6,285
255195,Lightly apartment with balcony to Las Ramblas,1310304,Luis,Ciutat Vella,el Raval,41.38151,2.17187,Entire home/apt,41,32,14,2019-12-15,0.14,35,191
256354,tranquila room in cosy flat....,1348378,Lidia,Gràcia,Vallcarca i els Penitents,41.41446,2.13945,Private room,23,30,48,2020-02-14,0.50,2,189
256628,"Cozy bedroom in a loft, el Raval.",742068,R&M,Ciutat Vella,el Raval,41.37654,2.17385,Private room,40,3,250,2020-01-15,2.53,2,236
256677,Barcelona Center!The Gothic Area,1350468,Petrutz,Ciutat Vella,el Barri Gòtic,41.3801,2.17693,Private room,60,3,155,2020-01-03,1.65,1,356
256982,Centric spacious nostalgic Room,1352184,Jasmin,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38406,2.17926,Private room,40,3,107,2019-11-20,1.13,1,301
261750,THEVINTAGERENTALS Delux 5 bedrooms Pg de Gracia,1369675,Javier,Gràcia,la Vila de Gràcia,41.39809,2.15839,Entire home/apt,350,3,13,2020-01-24,0.13,4,314
264125,Sagrada Familia 5' Metro WIFI fibre,1377744,Esther & Gemma,Sant Martí,el Camp de l'Arpa del Clot,41.41242,2.17624,Entire home/apt,89,3,237,2020-02-13,2.45,2,216
265491,Beach room amazing view in center,1392322,Kitty,Ciutat Vella,la Barceloneta,41.37707,2.18787,Private room,80,3,162,2019-10-27,1.74,1,85
267816,Luxury Motor Yacht in Barcelona Port Olímpic near Casino,1404293,Sergio,Ciutat Vella,el Barri Gòtic,41.37781,2.18445,Entire home/apt,900,2,24,2019-11-09,0.26,3,342
268017,Cosy apartment 3 bedrooms,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.3932,2.1709,Entire home/apt,190,1,8,2019-05-13,0.08,16,220
268022,Charming 3 bedrooms apartment,1405013,"Bcn Clols Apartments, S.L.",Eixample,la Dreta de l'Eixample,41.3932,2.17088,Entire home/apt,230,1,9,2019-05-02,0.24,16,273
268417,Cozy Room near the Center. 2 línes underg.Eixample,1406951,Salva,Eixample,la Nova Esquerra de l'Eixample,41.37687,2.14979,Private room,36,3,204,2020-02-10,2.63,1,130
269467,Sunny and quiet Loft next to Sagrada Familia,1411775,Jeremies,Eixample,la Sagrada Família,41.40338,2.17685,Entire home/apt,110,7,53,2020-01-04,2.05,2,285
270050,Double Room in El vaixell de paper,1414100,Xavier,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.38466,2.18,Private room,48,1,437,2020-01-24,4.36,2,101
271996,GR Apartment near Sagrada Familia,155686,Sonia,Gràcia,el Camp d'en Grassot i Gràcia Nova,41.40279,2.16612,Entire home/apt,51,31,13,2018-08-15,0.13,2,312
272282,Exquisito apartamento con espacios abiertos y luz,1425070,Mar,Eixample,l'Antiga Esquerra de l'Eixample,41.38347,2.15802,Entire home/apt,290,3,293,2020-02-01,3.16,1,36
273229,Confortable and very well located,1429552,Marta,Eixample,Sant Antoni,41.37704,2.15782,Entire home/apt,72,5,133,2020-02-07,1.41,1,85
273932,Oriental Design apartment,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.3895,2.15769,Entire home/apt,100,3,172,2020-01-29,1.76,36,296
275336,Charming 3BR just off Gran Via,1435464,Jaume,Eixample,la Nova Esquerra de l'Eixample,41.38294,2.15728,Entire home/apt,130,3,97,2020-01-05,1.06,21,327
275346,Sunny terrace penthouse by Camp Nou Free Nespresso,1435464,Jaume,Sarrià-Sant Gervasi,Sarrià,41.3924,2.12314,Entire home/apt,215,3,41,2019-12-01,0.44,21,348
275350,"Parsifal-Front Row Seat on La Rambla, Blend of Character and Modernity",1435464,Jaume,Ciutat Vella,el Raval,41.3796,2.17352,Entire home/apt,100,32,50,2020-01-03,0.69,21,325
275889,La Rambla Zen 1BR apt in Center,1435464,Jaume,Ciutat Vella,el Raval,41.38191,2.1714,Entire home/apt,72,32,9,2018-10-20,0.10,21,170
276324,COMFORTABLE IN GRACE APARTMENT ,1443815,Francisca,Gràcia,la Vila de Gràcia,41.40098,2.16085,Entire home/apt,90,5,58,2020-01-07,0.61,1,283
276527,Nice rustic apartament - Parc Güell,1444707,Jesus,Gràcia,el Coll,41.42027,2.14873,Entire home/apt,95,2,348,2020-02-14,3.56,2,89
278036,Big Sunny Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.3902,2.16674,Private room,45,5,172,2020-01-23,1.80,6,78
279439,Cozy room for 3 in city center (Room #1),1457147,Piero,Ciutat Vella,el Raval,41.37889,2.17314,Private room,50,2,146,2020-01-04,1.50,3,224
281978,Big Private Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.39111,2.16677,Private room,45,5,126,2020-02-01,1.27,6,150
281985,Medium Sise Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.39282,2.16614,Private room,30,5,155,2019-10-27,1.57,6,72
282679,"Charming Penthouse,two amazing terraces",1354169,Valentin,Eixample,Sant Antoni,41.38034,2.15823,Entire home/apt,225,4,30,2019-11-03,0.33,3,273
283231,FANTASTIC20m2TerraceVIEW-@800m BEACH/BORN/GOTIC,1475411,Francesco,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",41.39121,2.18665,Entire home/apt,85,1,209,2020-02-13,2.14,1,273
286105,Room at Gran Via Barcelona Spain,1489008,Anne Li,Eixample,el Fort Pienc,41.40034,2.183,Private room,40,30,1,2014-06-03,0.01,1,8
288034,MARCH BARCELONA QUIET & WITH TERRACE NICE FLAT!,1447144,Acomodis Apartments,Eixample,la Nova Esquerra de l'Eixample,41.38791,2.15064,Entire home/apt,70,3,19,2019-10-31,0.20,132,365
289405,MAGIC ROOM IN GÒTIC *1! CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38178,2.17463,Private room,33,32,5,2017-08-14,0.05,81,364
289600,MAGIC ROOM GOTIC * 2! CITY CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38296,2.17411,Private room,33,32,1,2014-06-30,0.01,81,301
289616,MAGIC ROOM CITY CENTER! * GÒTIC 5!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38373,2.17412,Private room,29,32,2,2018-02-22,0.02,81,276
289761,MAGIC ROOM GOTIC * 6! CITY CENTRE!,1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38292,2.17422,Private room,27,32,0,,,81,364
290592,Views SagradaFamilia + metro + WIFI,1377744,Esther & Gemma,Eixample,la Sagrada Família,41.41087,2.17644,Entire home/apt,69,3,232,2020-01-19,2.44,2,248
295200,Attic penthouse with private terrace,612665,Oscar,Gràcia,la Vila de Gràcia,41.40697,2.16106,Entire home/apt,110,3,149,2020-01-26,1.52,7,161
296287,Nice room in Barcelona Gòtic (3),1503151,Laia,Ciutat Vella,el Barri Gòtic,41.38295,2.17484,Private room,24,32,10,2019-09-21,1.24,81,0
297066,"3 rooms, 2 bathrooms in the touristic city centre",1541784,Aga,Sants-Montjuïc,el Poble Sec,41.37383,2.16894,Entire home/apt,126,1,605,2020-02-14,6.24,1,330
302179,Cozy apartment in the city center,1432835,Angel,Eixample,l'Antiga Esquerra de l'Eixample,41.38893,2.15817,Entire home/apt,90,3,179,2020-02-02,1.94,36,292
305213,PLATANEROS - BRIGHT CENTRAL APT,1570247,Irene,Eixample,Sant Antoni,41.37669,2.16532,Entire home/apt,126,7,252,2020-02-06,2.70,1,152
308166,"ARTIST HOUSE IN DOWNTOWN, GAUDI, LIGHT SUN",1561612,Carlos,Eixample,la Dreta de l'Eixample,41.39253,2.15888,Entire home/apt,195,3,177,2019-11-16,1.83,1,195
315769,Sagrada Familia vintage apartment,1994100,Marcello,Eixample,la Sagrada Família,41.40577,2.17324,Entire home/apt,100,3,21,2020-02-10,0.22,3,270
318865,A penthouse two terraces in Gracia,1608447,Carla,Gràcia,la Vila de Gràcia,41.40163,2.15914,Entire home/apt,113,3,213,2020-02-15,2.26,1,176
320506,The Loft Barcelona,1642180,The Loft,Sants-Montjuïc,el Poble Sec,41.37186,2.16803,Entire home/apt,115,4,50,2019-01-02,0.52,1,209
322268,AMAZING LOCATION & SPACIOUS APART,1650460,Maria,Ciutat Vella,el Barri Gòtic,41.37949,2.17725,Entire home/apt,60,32,89,2019-10-13,0.92,1,43
323854,Casa Sagrada Familia Bcn Doubleroom,1657312,Alberto,Eixample,la Sagrada Família,41.40658,2.17549,Private room,30,1,21,2014-07-29,0.22,1,0
326464,Charm and quiet room,1669001,Isidro,Nou Barris,Can Peguera,41.43542,2.16466,Private room,60,1,33,2019-12-28,0.50,1,362
327133,Cozy Double Room - Paseo de Gracia,1451449,Pedro & Rita,Eixample,la Dreta de l'Eixample,41.39309,2.16738,Private room,28,5,174,2020-01-02,1.79,6,153
330248,GREAT  DOUBLE ROOM WI FI CASANOVA,880805,Miguel,Eixample,Sant Antoni,41.38296,2.16275,Private room,50,2,13,2019-09-28,0.13,1,365
330723,SUNNY ROOM WITH BALCONY,1687383,Juanmi,Ciutat Vella,el Raval,41.37729,2.17225,Private room,30,14,58,2019-10-25,0.62,2,348
